SM-ranki Sprintit 2024;SPRINTTI;05.05.2024;3;true
Sija;Nimi;Lisenssi;Seura;Kilp 1;Pist 1;Kilp 2;Pist 2;Kilp 3;Pist 3;Kilp 4;Pist 4;Kilp 5;Pist 5;Pisteet
92;Paavola Titta;102877;KyS;26823;63.34;26563;61.29;0;43.97;;;;;61.21
93;Kuusikko Kiia;95517;Pohjant;0;59.01;26598;56.62;26597;52.70;;;;;61.11
94;Elovaara-Salmi Anna;14836;HS;0;59.39;26702;56.78;;;;;;;60.74
95;Melender Emilia;36983;RaJu;26588;59.92;;;;;;;;;60.04
96;Portin Laura;692;Minken;26562;58.96;0;55.87;;;;;;;60.02
97;Kapanen Sanni;4489;RaVa;26360;57.79;26361;56.22;;;;;;;59.60
98;Niinimäki Nelli;100508;Pohjant;26598;55.41;0;55.26;26597;53.21;;;;;59.49
99;Nurmilaukas Iiris;39068;LuuRa;0;55.25;26520;54.26;26521;52.69;;;;;58.89
100;Palokangas Mette;32961;AlatPi;0;62.16;26597;50.14;26598;49.56;;;;;58.76
101;Viitasaari Liina;91149;KoS;26527;58.89;26526;52.55;0;48.83;;;;;58.18
102;Snickars Fia;30911;Solf;26562;57.86;;;;;;;;;57.97
103;Harjamäki Manja;105854;HS;26360;60.00;0;49.77;;;;;;;57.38
104;Vallema Henrika;13454;JRV;26360;55.66;26361;53.93;;;;;;;57.29
105;Soini Mette;28456;KyS;26563;55.33;26823;54.30;0;47.59;;;;;57.08
106;Lassila Elli;22619;KuortKu;26823;58.64;26563;49.99;;;;;;;56.80
107;Jussinmäki Tuulia;37772;S-JKL;26575;55.82;0;52.77;;;;;;;56.77
108;Haapasaari Ilona;29676;TuS;0;53.10;26767;52.71;;;;;;;55.31
109;Gripenberg Ester;103699;OK77;0;55.68;26562;50.01;;;;;;;55.26
110;Similä Helmiina;104024;Pohjant;26597;53.77;26598;50.33;0;45.70;;;;;54.38
111;Pulli Liisa;1247;RaJu;26578;53.12;26579;50.20;;;;;;;54.01
112;Gracheva Daria;123081;Pohjant;26597;51.65;26598;51.64;;;;;;;54.00
113;Heikkinen Aada;113388;Pohjant;26597;51.65;26598;48.75;0;47.45;;;;;53.67
114;Kivineva Alisa;120131;Botnia;26562;53.39;;;;;;;;;53.50
115;Biskop Patricia;100014;LapVi;26598;50.33;0;48.91;26597;48.07;;;;;53.47
116;Sandberg Katarina;119793;HS;26563;50.44;26823;48.02;0;47.74;;;;;53.08
117;Rauttola Tiia-Maria;37846;EsSu;26534;52.59;;;;;;;;;52.69
118;Jokelainen Sanja;115673;KaSu;26598;52.92;26597;48.44;0;42.20;;;;;52.11
119;Länsitie Pinja;106318;Pohjant;26597;52.20;26598;50.98;0;39.26;;;;;51.71
120;Rantama Pinja;121336;HS;26702;49.38;26527;46.76;26534;46.23;;;;;51.69
121;Fred Marie;31093;Femman;26562;52.32;0;44.90;;;;;;;50.83
122;Reitmaa Sohvi;21234;HiKi;26534;48.30;0;48.25;;;;;;;50.47
123;Viippola Venla;36432;OuTa;0;52.67;26597;43.43;;;;;;;50.24
124;Pääkkönen Nea;99739;SoJy;26588;48.88;26597;45.63;26598;43.82;;;;;50.22
125;Uurasjärvi Emilia;25455;TP;26575;49.74;;;;;;;;;49.84
126;Verronen Senja;38488;RaHa;26527;51.30;26526;43.43;;;;;;;49.52
127;Pihlajaniemi Aini;116929;Pohjant;26598;46.32;0;44.82;26597;44.72;;;;;49.32
128;Virkkala Venla;106242;KaSu;26597;48.96;26598;48.37;0;37.40;;;;;48.91
129;Ryytty Inka;113215;Pohjant;0;45.11;26597;44.29;26598;41.21;;;;;47.42
130;Pemmari Toini;112928;TP;26575;46.91;0;43.72;;;;;;;47.39
131;Nifakina Julia;107236;TaivKu;0;48.60;26598;43.33;26597;38.46;;;;;47.33
132;Määttälä Selma;112346;LapVi;0;48.10;26597;43.86;26598;37.21;;;;;46.90
133;Heikkinen Hilla;100454;SoJy;26597;45.07;26598;44.24;;;;;;;46.68
134;Brink Henrika;19881;PIF;26767;46.83;0;40.60;;;;;;;45.71
135;Salmi Anna;17671;MaMa;26702;44.69;;;;;;;;;44.77
136;Palosaari Maiju;118356;Pohjant;26598;44.77;26597;40.82;;;;;;;44.75
137;Hokkanen Liina;117340;Pohjant;0;39.89;26597;39.04;26598;38.97;;;;;42.80
138;Keltamäki Tiia;22152;OuTa;26597;41.26;26598;40.43;;;;;;;42.70
139;Väisänen Martta;103996;Pohjant;26597;42.09;26598;40.82;0;32.10;;;;;41.76
140;Gärdström Eveliina;121260;Navi;26520;41.27;0;38.23;;;;;;;41.56
141;Karvonen Hanna;9245;Terjärv;26562;40.15;;;;;;;;;40.23
142;Jääskeläinen Aino-Maria;98658;RasTiimi;26598;39.61;26597;35.46;;;;;;;39.25
143;Lotvonen Essi;16641;LaiVe;0;40.61;26598;33.80;26597;33.32;;;;;39.11
144;Päkkilä Suvi;99682;HaHe;0;42.58;26598;29.27;26597;28.20;;;;;36.32
145;Suominen Salli;118246;PR;26702;41.88;0;27.34;;;;;;;36.19
